title;company;location;url;source;description;date_posted;score;category;applied;interview;notes
Partner Solutions Architect (Colombia);Datadog;Colombia, Remote;https://careers.datadoghq.com/detail/7977644/?gh_jid=7977644;Greenhouse;;;;;;;
Partner Solutions Architect (GSI) - AMER West;Datadog;"California, USA, Remote; Illinois, USA, Remote; Texas, USA, Remote; Washington, USA, Remote";https://careers.datadoghq.com/detail/8015631/?gh_jid=8015631;Greenhouse;;;;;;;
Partner Solutions Architect (Pan-EMEA GSI);Datadog;"Amsterdam, The Netherlands; Italy, Remote; Lisbon, Portugal; London, United Kingdom; Madrid, Spain; Stockholm, Sweden";https://careers.datadoghq.com/detail/7997198/?gh_jid=7997198;Greenhouse;;;;;;;
Principal Partner Manager - Channels (GSI);Datadog;"Boston, Massachusetts, USA; Denver, Colorado, USA; Florida, USA, Remote; Illinois, USA, Remote; New Jersey, USA, Remote; New York, New York, USA; San Francisco, California, USA; Texas, USA, Remote; Washington, USA, Remote";https://careers.datadoghq.com/detail/7582679/?gh_jid=7582679;Greenhouse;;;;;;;
Principal Partner Manager - Channels (GSI);Datadog;"Boston, Massachusetts, USA; Denver, Colorado, USA; Florida, USA, Remote; Illinois, USA, Remote; New Jersey, USA, Remote; New York, New York, USA; San Francisco, California, USA; Texas, USA, Remote; Washington, USA, Remote";https://careers.datadoghq.com/detail/7584250/?gh_jid=7584250;Greenhouse;;;;;;;
Principal Partner Manager - Channels (Nordics/Benelux GSI);Datadog;"Amsterdam, The Netherlands; Copenhagen, Denmark; Germany, Remote; Stockholm, Sweden";https://careers.datadoghq.com/detail/8039295/?gh_jid=8039295;Greenhouse;;;;;;;
Principal Partner Manager - Channels (UKI Security);Datadog;"London, United Kingdom; United Kingdom, Remote";https://careers.datadoghq.com/detail/7747740/?gh_jid=7747740;Greenhouse;;;;;;;
Principal Partner Manager - Technology Alliances;Datadog;"California, USA, Remote; Massachusetts, USA, Remote; New York, New York, USA; New York, USA, Remote; Texas, USA, Remote; Washington, USA, Remote";https://careers.datadoghq.com/detail/7976823/?gh_jid=7976823;Greenhouse;;;;;;;
Principal Partner Solutions Architect (Public Sector - Fed);Datadog;"District of Columbia, USA, Remote; Maryland, USA, Remote; Virginia, USA, Remote";https://careers.datadoghq.com/detail/7943824/?gh_jid=7943824;Greenhouse;;;;;;;
Regional Manager, Sales Engineering - UK;Datadog;United Kingdom, Remote;https://careers.datadoghq.com/detail/8048106/?gh_jid=8048106;Greenhouse;;;;;;;
Security Sales Engineer;Datadog;"Florida, USA, Remote; Massachusetts, USA, Remote; New York, USA, Remote";https://careers.datadoghq.com/detail/7554877/?gh_jid=7554877;Greenhouse;;;;;;;
Senior Developer Advocate - Data Observability;Datadog;"California, USA, Remote; Colorado, USA, Remote; Illinois, USA, Remote; New York, USA, Remote; Washington, USA, Remote";https://careers.datadoghq.com/detail/7555520/?gh_jid=7555520;Greenhouse;;;;;;;
Senior Developer Advocate - Modern App Development;Datadog;"California, USA, Remote; Nevada, USA, Remote; Texas, USA, Remote; Washington, USA, Remote";https://careers.datadoghq.com/detail/7985840/?gh_jid=7985840;Greenhouse;;;;;;;
Senior Partner Program Manager - Strategic Initiatives;Datadog;"California, USA, Remote; Colorado, USA, Remote; Massachusetts, USA, Remote; New York, New York, USA; New York, USA, Remote";https://careers.datadoghq.com/detail/7977339/?gh_jid=7977339;Greenhouse;;;;;;;
Senior Sales Engineer - Key Accounts;Datadog;"California, USA, Remote; Oregon, USA, Remote; Washington, USA, Remote";https://careers.datadoghq.com/detail/7516279/?gh_jid=7516279;Greenhouse;;;;;;;
Senior Sales Engineer - Key Accounts (Central);Datadog;Texas, USA, Remote;https://careers.datadoghq.com/detail/7961222/?gh_jid=7961222;Greenhouse;;;;;;;
Senior Sales Engineer - Majors (East);Datadog;New York, USA, Remote;https://careers.datadoghq.com/detail/7917340/?gh_jid=7917340;Greenhouse;;;;;;;
Senior Sales Engineer - Majors (France);Datadog;France, Remote;https://careers.datadoghq.com/detail/7791296/?gh_jid=7791296;Greenhouse;;;;;;;
Senior Sales Engineer - Majors (UK/Nordics/Netherlands);Datadog;"Denmark, Remote; Sweden, Remote; The Netherlands, Remote; United Kingdom, Remote";https://careers.datadoghq.com/detail/7904634/?gh_jid=7904634;Greenhouse;;;;;;;
Senior Sales Engineer - Ohio Valley;Datadog;Ohio, USA, Remote;https://careers.datadoghq.com/detail/8027427/?gh_jid=8027427;Greenhouse;;;;;;;
Senior Software Engineer - Linux/eBPF;Datadog;Portugal, Remote;https://careers.datadoghq.com/detail/7957461/?gh_jid=7957461;Greenhouse;;;;;;;
Senior Software Engineer - Linux/eBPF;Datadog;"Denmark, Remote; France, Remote; Germany, Remote; Ireland, Remote; Italy, Remote; Poland, Remote; Spain, Remote; Sweden, Remote; Switzerland, Remote; United Kingdom, Remote";https://careers.datadoghq.com/detail/7957460/?gh_jid=7957460;Greenhouse;;;;;;;
Senior Software Engineer - REDAPL Graph Engine;Datadog;"France, Remote; Germany, Remote; Italy, Remote; Spain, Remote; Switzerland, Remote; United Kingdom, Remote";https://careers.datadoghq.com/detail/7959966/?gh_jid=7959966;Greenhouse;;;;;;;
Staff Software Engineer - Security Agent;Datadog;Portugal, Remote;https://careers.datadoghq.com/detail/8007606/?gh_jid=8007606;Greenhouse;;;;;;;
Staff Software Engineer - Security Agent;Datadog;"France, Remote; Germany, Remote; Ireland, Remote; Italy, Remote; Spain, Remote";https://careers.datadoghq.com/detail/8007598/?gh_jid=8007598;Greenhouse;;;;;;;
Strategic Account Executive;Datadog;Florida, USA, Remote;https://careers.datadoghq.com/detail/6242929/?gh_jid=6242929;Greenhouse;;;;;;;
Strategic Account Executive;Datadog;Canada, Remote;https://careers.datadoghq.com/detail/6522865/?gh_jid=6522865;Greenhouse;;;;;;;
Strategic Account Executive;Datadog;"North Carolina, USA, Remote; South Carolina, USA, Remote";https://careers.datadoghq.com/detail/7131363/?gh_jid=7131363;Greenhouse;;;;;;;
Strategic Account Executive;Datadog;"Michigan, USA, Remote; Ohio, USA, Remote; Pennsylvania, USA, Remote";https://careers.datadoghq.com/detail/6522736/?gh_jid=6522736;Greenhouse;;;;;;;
Strategic Account Executive;Datadog;"Georgia, USA, Remote; Tennessee, USA, Remote";https://careers.datadoghq.com/detail/6522720/?gh_jid=6522720;Greenhouse;;;;;;;
Strategic Account Executive;Datadog;Chile, Remote;https://careers.datadoghq.com/detail/7131404/?gh_jid=7131404;Greenhouse;;;;;;;
Strategic Account Executive;Datadog;"District of Columbia, USA, Remote; Maryland, USA, Remote; Virginia, USA, Remote";https://careers.datadoghq.com/detail/7057036/?gh_jid=7057036;Greenhouse;;;;;;;
Strategic Account Executive (FED);Datadog;"District of Columbia, USA, Remote; Maryland, USA, Remote; Virginia, USA, Remote";https://careers.datadoghq.com/detail/7155359/?gh_jid=7155359;Greenhouse;;;;;;;
Strategic Account Executive (SLED);Datadog;"Kansas, USA, Remote; Missouri, USA, Remote; Washington, USA, Remote";https://careers.datadoghq.com/detail/6430945/?gh_jid=6430945;Greenhouse;;;;;;;
Strategic Account Executive (SLED);Datadog;Texas, USA, Remote;https://careers.datadoghq.com/detail/7453034/?gh_jid=7453034;Greenhouse;;;;;;;
Technical Account Manager 2 - South Africa;Datadog;South Africa, Remote;https://careers.datadoghq.com/detail/8018696/?gh_jid=8018696;Greenhouse;;;;;;;
MAAS Data Center Infrastructure Engineer (Toronto area);Canonical;Office Based - Toronto, Canada;https://job-boards.greenhouse.io/canonical/jobs/6177790;Greenhouse;;;;;;;
MAAS Systems Engineer - Python (Toronto area);Canonical;Office Based - Toronto, Canada;https://job-boards.greenhouse.io/canonical/jobs/6177794;Greenhouse;;;;;;;
Account Executive - Enterprise, Grower;Stripe;US-Remote, US-San Francisco, US-Chicago, US-New York, US-Seattle, US-Texas;https://stripe.com/jobs/search?gh_jid=7993151;Greenhouse;;;;;;;
Account Executive, Enterprise Platforms, Hunter;Stripe;"New York, NY; San Francisco, CA; Seattle, WA; Los Angeles, CA; Denver, CO; Austin, TX; US-West Remote";https://stripe.com/jobs/search?gh_jid=7961609;Greenhouse;;;;;;;
Account Executive, Platforms (New Business) ;Stripe;US-Remote ;https://stripe.com/jobs/search?gh_jid=7298935;Greenhouse;;;;;;;
Account Executive, Product Sales (BaaS);Stripe;SF, NYC, remote;https://stripe.com/jobs/search?gh_jid=7456716;Greenhouse;;;;;;;
AEO and GEO Marketing Manager;Stripe;Remote in the US;https://stripe.com/jobs/search?gh_jid=7844214;Greenhouse;;;;;;;
Analyst, Product Pricing;Stripe;Toronto;https://stripe.com/jobs/search?gh_jid=7896404;Greenhouse;;;;;;;
Analyst Relations Manager;Stripe;Remote in the US;https://stripe.com/jobs/search?gh_jid=8012497;Greenhouse;;;;;;;
Android Engineer, Terminal;Stripe;Toronto;https://stripe.com/jobs/search?gh_jid=7543559;Greenhouse;;;;;;;
Backend / API Engineer, Billing;Stripe;Toronto, Canada;https://stripe.com/jobs/search?gh_jid=7737237;Greenhouse;;;;;;;
Backend Engineer, AI Security;Stripe;New York, San Francisco, Seattle, or Remote (US/Canada);https://stripe.com/jobs/search?gh_jid=7826765;Greenhouse;;;;;;;
Backend Engineer, Core Tech, Canada;Stripe;Toronto, CAN-Remote;https://stripe.com/jobs/search?gh_jid=6567253;Greenhouse;;;;;;;
Backend Engineer, Core Technology;Stripe;US-Remote, Chicago, Seattle, San Francisco;https://stripe.com/jobs/search?gh_jid=6042172;Greenhouse;;;;;;;
Campaign Operations Manager;Stripe;San Francisco, Seattle, New York, Chicago, Remote in the US;https://stripe.com/jobs/search?gh_jid=7584016;Greenhouse;;;;;;;
Commercial Solutions Program Manager;Stripe;Chicago, IL , Remote;https://stripe.com/jobs/search?gh_jid=7206336;Greenhouse;;;;;;;
Company Strategy & Operations;Stripe;San Francisco, Seattle, Chicago, US-remote, New York;https://stripe.com/jobs/search?gh_jid=5956522;Greenhouse;;;;;;;
Consumer Product Marketing Lead, Link;Stripe;San Fransisco, New York, Seattle, Chicago, Remote US;https://stripe.com/jobs/search?gh_jid=7947510;Greenhouse;;;;;;;
Corporate Network Engineering Manager;Stripe;US Remote;https://stripe.com/jobs/search?gh_jid=7736482;Greenhouse;;;;;;;
Credit Operations Analyst, Risk Operations;Stripe;Chicago, Toronto, Atlanta;https://stripe.com/jobs/search?gh_jid=7722938;Greenhouse;;;;;;;
Credit Risk Analyst Commercial Underwriter, West Coast;Stripe;Chicago, US-Remote, Canada-Remote;https://stripe.com/jobs/search?gh_jid=7540441;Greenhouse;;;;;;;
Credit Risk Analyst, North American Underwriter;Stripe;Toronto, Remote-Canada ;https://stripe.com/jobs/search?gh_jid=7612192;Greenhouse;;;;;;;
Data Science Manager, Finance and Strategy;Stripe;Seattle, WA OR New York, NY OR Remote North America;https://stripe.com/jobs/search?gh_jid=7440963;Greenhouse;;;;;;;
Data Scientist;Stripe;Toronto;https://stripe.com/jobs/search?gh_jid=5895430;Greenhouse;;;;;;;
Deal Pricing;Stripe;US-Remote;https://stripe.com/jobs/search?gh_jid=7685049;Greenhouse;;;;;;;
Engineering Manager, AI Conversation Platform;Stripe;Toronto, Canada;https://stripe.com/jobs/search?gh_jid=7943804;Greenhouse;;;;;;;
Engineering Manager, Developer Productivity AI;Stripe;US-Remote;https://stripe.com/jobs/search?gh_jid=7736943;Greenhouse;;;;;;;
Engineering Manager, Terminal;Stripe;Toronto, Canada;https://stripe.com/jobs/search?gh_jid=7769005;Greenhouse;;;;;;;
Engineer Manager, Billing;Stripe;Toronto, Canada;https://stripe.com/jobs/search?gh_jid=7737243;Greenhouse;;;;;;;
Executive Engagement Lead, Office of the CRO;Stripe;NYC, SF, SEA, CHI, Remote;https://stripe.com/jobs/search?gh_jid=8027651;Greenhouse;;;;;;;
Executive Lifecycle Marketing Manager;Stripe;San Francisco or New York or US-Remote;https://stripe.com/jobs/search?gh_jid=7932062;Greenhouse;;;;;;;
Finance & Strategy Partner, Central Engineering;Stripe;Remote US, SF, SEA, NYC, CHI;https://stripe.com/jobs/search?gh_jid=7979885;Greenhouse;;;;;;;
Forward Deployed AI Accelerator, Marketing;Stripe;Remote in the US;https://stripe.com/jobs/search?gh_jid=8055930;Greenhouse;;;;;;;
Fraud Patterns Analyst;Stripe;US-Remote;https://stripe.com/jobs/search?gh_jid=7913410;Greenhouse;;;;;;;
Fraud Strategy Manager ;Stripe;Remote ;https://stripe.com/jobs/search?gh_jid=8039729;Greenhouse;;;;;;;
Fullstack Engineer, Privy;Stripe;NYC-Privy, US-Remote ;https://stripe.com/jobs/search?gh_jid=7091959;Greenhouse;;;;;;;
Full Stack Engineer, Support Experience;Stripe;Toronto;https://stripe.com/jobs/search?gh_jid=8062708;Greenhouse;;;;;;;
Global Filing Specialist, Tax;Stripe;US Remote,Toronto, CA-Remote-Ontario;https://stripe.com/jobs/search?gh_jid=7997545;Greenhouse;;;;;;;
Global Sales Enablement Systems Administrator;Stripe;US-Remote;https://stripe.com/jobs/search?gh_jid=7993682;Greenhouse;;;;;;;
GTM Operations Process Architect;Stripe;US Remote National;https://stripe.com/jobs/search?gh_jid=7993610;Greenhouse;;;;;;;
GTM Recruiter, AMER (Fixed Term);Stripe;Chicago, US-Remote;https://stripe.com/jobs/search?gh_jid=7942216;Greenhouse;;;;;;;
Head of Marketing Operations;Stripe;San Francisco, New York, Seattle, Chicago, Atlanta, Toronto, Remote in the US, Remote in Canada;https://stripe.com/jobs/search?gh_jid=8065643;Greenhouse;;;;;;;
Head of Market Intelligence, Product Marketing;Stripe;SF, Seattle, NYC, Chicago, Remote in the US;https://stripe.com/jobs/search?gh_jid=8036235;Greenhouse;;;;;;;
Indirect Tax (VAT/GST) Advisory Consultant;Stripe;NYC, SF, SEA, US Remote;https://stripe.com/jobs/search?gh_jid=7950653;Greenhouse;;;;;;;
Integrated Campaigns Manager, Startups and AI;Stripe;San Francisco, New York, Seattle, Chicago, Remote in the US;https://stripe.com/jobs/search?gh_jid=7587812;Greenhouse;;;;;;;
Integrated Campaigns Manager, Treasury;Stripe;New York, San Francisco, Seattle, Chicago, Remote in the US;https://stripe.com/jobs/search?gh_jid=7978019;Greenhouse;;;;;;;
Integration Engineer (Global) ;Stripe;Toronto;https://stripe.com/jobs/search?gh_jid=7896519;Greenhouse;;;;;;;
Internal Audit Data Analytics Lead;Stripe;Toronto, New York, San Francisco;https://stripe.com/jobs/search?gh_jid=8026689;Greenhouse;;;;;;;
Internal Product Engineer, Developer Productivity AI ;Stripe;Toronto, Canada ;https://stripe.com/jobs/search?gh_jid=7896151;Greenhouse;;;;;;;
Machine Learning Engineer;Stripe;Toronto;https://stripe.com/jobs/search?gh_jid=8014859;Greenhouse;;;;;;;
ML Engineer Manager, AI Conversation Platform;Stripe;Toronto, Canada;https://stripe.com/jobs/search?gh_jid=8022713;Greenhouse;;;;;;;
Operations Insights, Tax;Stripe;US Remote;https://stripe.com/jobs/search?gh_jid=7997542;Greenhouse;;;;;;;
Paid Digital Marketing Manager;Stripe;"US: SF Bay Area, Seattle, New York, US Remote; Canada";https://stripe.com/jobs/search?gh_jid=7617049;Greenhouse;;;;;;;
Paid Social Marketing Manager, Americas;Stripe;Remote (US);https://stripe.com/jobs/search?gh_jid=7978017;Greenhouse;;;;;;;
Partner Development Manager, Financial Connections;Stripe;New York, San Francisco, Seattle, Chicago, US-Remote ;https://stripe.com/jobs/search?gh_jid=8027573;Greenhouse;;;;;;;
Partner Development Manager, Financial Connections;Stripe;New York, San Francisco, Seattle, Chicago, US-Remote;https://stripe.com/jobs/search?gh_jid=8027577;Greenhouse;;;;;;;
Partner Development Manager, Global Networks;Stripe;"US-Remote; US-Chicago; US-Atlanta; Canada-Toronto; Canada-Remote; US-NYC; US-San Francisco; US-Seattle";https://stripe.com/jobs/search?gh_jid=7697675;Greenhouse;;;;;;;
Partner Development Manager, Strategic Partnerships;Stripe;"US-San Francisco; US-New York City; US-Seattle; US-Remote; US-Chicago; CA-Toronto; CA-Remote";https://stripe.com/jobs/search?gh_jid=7973002;Greenhouse;;;;;;;
Payments Fraud Investigator;Stripe;US-Remote;https://stripe.com/jobs/search?gh_jid=7913406;Greenhouse;;;;;;;
Payments Performance Strategist, Card Authorization;Stripe;"San Francisco, CA; Seattle, WA; Chicago, IL; New York, NY; Atlanta, GA; US-Remote";https://stripe.com/jobs/search?gh_jid=8004054;Greenhouse;;;;;;;
People Partner;Stripe;San Francisco, Seattle, New York, Chicago, Atlanta or Toronto;https://stripe.com/jobs/search?gh_jid=7704660;Greenhouse;;;;;;;
People Project Manager;Stripe;US-Remote, Atlanta, Chicago;https://stripe.com/jobs/search?gh_jid=7953899;Greenhouse;;;;;;;
People Solutions Program Manager;Stripe;"US-Remote; US-Chicago; US-Atlanta; CA-Toronto";https://stripe.com/jobs/search?gh_jid=7594208;Greenhouse;;;;;;;
Portfolio Pricing Strategist;Stripe;US-Remote;https://stripe.com/jobs/search?gh_jid=7858811;Greenhouse;;;;;;;
Product Counsel (Crypto/Bridge) ;Stripe;SF, NYC, US-Remote;https://stripe.com/jobs/search?gh_jid=8066956;Greenhouse;;;;;;;
Product Counsel, Terminal;Stripe;US-Remote, Toronto;https://stripe.com/jobs/search?gh_jid=7558757;Greenhouse;;;;;;;
Product Designer, Terminal;Stripe;Toronto;https://stripe.com/jobs/search?gh_jid=7925550;Greenhouse;;;;;;;
Product Lead, Connect;Stripe;San Francisco, New York City, Seattle, US Remote;https://stripe.com/jobs/search?gh_jid=7819759;Greenhouse;;;;;;;
Product Manager - Compliance, Bridge;Stripe;New York, San Francisco or Remote;https://stripe.com/jobs/search?gh_jid=7979422;Greenhouse;;;;;;;
Product Manager, Ecosystem Risk;Stripe;New-York, Atlanta, Remote, Toronto;https://stripe.com/jobs/search?gh_jid=7984866;Greenhouse;;;;;;;
Product Manager, Growth AI Outreach Motion ;Stripe;Toronto, Remote- Canada;https://stripe.com/jobs/search?gh_jid=7809139;Greenhouse;;;;;;;
Product Manager, Link - Consumer;Stripe;SF, SEA, NY, Remote-US;https://stripe.com/jobs/search?gh_jid=7392697;Greenhouse;;;;;;;
Product Manager, Payments;Stripe;SF, NY, SEA, Remote-US;https://stripe.com/jobs/search?gh_jid=7176530;Greenhouse;;;;;;;
Product Manager, Sail Core;Stripe;Toronto;https://stripe.com/jobs/search?gh_jid=7913698;Greenhouse;;;;;;;
Product Marketing Manager;Stripe;San Francisco, New York, Seattle, Chicago, Remote, Toronto;https://stripe.com/jobs/search?gh_jid=6348471;Greenhouse;;;;;;;
Product Marketing Manager, Growth;Stripe;Remote in the US;https://stripe.com/jobs/search?gh_jid=7914005;Greenhouse;;;;;;;
Product Marketing Manager, Market Intelligence;Stripe;SF, Seattle, NYC, Chicago, Toronto, Remote in the US;https://stripe.com/jobs/search?gh_jid=8014761;Greenhouse;;;;;;;
Product Marketing Manager, Radar;Stripe;SF, NYC, Seattle, Remote;https://stripe.com/jobs/search?gh_jid=7961101;Greenhouse;;;;;;;
Product StratOps, Air Cleaning Technologies;Stripe;New York, San Francisco, US-Remote;https://stripe.com/jobs/search?gh_jid=8060391;Greenhouse;;;;;;;
Program Manager, GTM Planning;Stripe;US-Chicago, US-Remote;https://stripe.com/jobs/search?gh_jid=7656504;Greenhouse;;;;;;;
Program Manager, Intake & Portfolio Management;Stripe;Remote;https://stripe.com/jobs/search?gh_jid=7569678;Greenhouse;;;;;;;
Program Manager, Risk Ops Enablement;Stripe;US-Remote;https://stripe.com/jobs/search?gh_jid=7214197;Greenhouse;;;;;;;
Program Manager, Security Business Enablement;Stripe;US - Remote;https://stripe.com/jobs/search?gh_jid=7917252;Greenhouse;;;;;;;
Program Manager, Security Business Enablement;Stripe;US-REMOTE;https://stripe.com/jobs/search?gh_jid=7966641;Greenhouse;;;;;;;
Program Manager, Solutions Architecture (GTM Transformation);Stripe;Chicago, Atlanta, US-Remote;https://stripe.com/jobs/search?gh_jid=7470827;Greenhouse;;;;;;;
Project Manager, Global Expansion;Stripe;SF, SEA, NYC, CHI, US-Remote;https://stripe.com/jobs/search?gh_jid=8036325;Greenhouse;;;;;;;
Risk Operations Analyst, Financial Crimes Programs;Stripe;Remote, US;https://stripe.com/jobs/search?gh_jid=7430296;Greenhouse;;;;;;;
Risk Operations Program Manager;Stripe;US-Remote;https://stripe.com/jobs/search?gh_jid=8055659;Greenhouse;;;;;;;
Risk Strategist, Onboarding and Compliance;Stripe;Chicago, US-Remote, Toronto;https://stripe.com/jobs/search?gh_jid=7697973;Greenhouse;;;;;;;
Risk Strategist - Screening (Financial Crimes);Stripe;"US-Chicago; US-Atlanta; US-Remote; Canada-Toronto; Canada-Remote";https://stripe.com/jobs/search?gh_jid=7874862;Greenhouse;;;;;;;
Risk Strategist, User Risk Strategy;Stripe;Chicago, SEA, SF, NYC, US-Remote;https://stripe.com/jobs/search?gh_jid=7594866;Greenhouse;;;;;;;
Sales Compensation Analytics & Systems Specialist;Stripe;CHI, SF, NYC, SEA, US Remote;https://stripe.com/jobs/search?gh_jid=7739207;Greenhouse;;;;;;;
Sales Excellence Manager, Global Sales Vendors;Stripe;Remote in the US;https://stripe.com/jobs/search?gh_jid=8011418;Greenhouse;;;;;;;
Security Engineer;Stripe;South San Francisco, CA and US-Remote;https://stripe.com/jobs/search?gh_jid=7923191;Greenhouse;;;;;;;
Senior Staff Product Designer, Risk;Stripe;US Remote;https://stripe.com/jobs/search?gh_jid=8031782;Greenhouse;;;;;;;
Software Engineer, New Grad, Developer & End User Experience Platform;Stripe;Toronto;https://stripe.com/jobs/search?gh_jid=7991718;Greenhouse;;;;;;;
Software Engineer, Security Analytics Infrastructure;Stripe;US - Remote;https://stripe.com/jobs/search?gh_jid=7826761;Greenhouse;;;;;;;
Solutions Architect, Enterprise (Pre-sales);Stripe;Chicago, IL or New York City, NY OR US Remote;https://stripe.com/jobs/search?gh_jid=7827184;Greenhouse;;;;;;;
Specialist Solution Architect, Money Management;Stripe;NYC, SF, Chi, Remote;https://stripe.com/jobs/search?gh_jid=7370967;Greenhouse;;;;;;;
Specialist Solutions Architect, Billing;Stripe;Remote;https://stripe.com/jobs/search?gh_jid=7728618;Greenhouse;;;;;;;
Staff Full Stack Engineer, Identity;Stripe;Remote;https://stripe.com/jobs/search?gh_jid=7895467;Greenhouse;;;;;;;
Staff Fullstack Engineer, User Auth Experience;Stripe;Toronto, Chicago, Atlanta;https://stripe.com/jobs/search?gh_jid=8030628;Greenhouse;;;;;;;
Staff Product Manager, Cards Monetization;Stripe;Seattle, San Francisco, New York, US - Remote;https://stripe.com/jobs/search?gh_jid=7980498;Greenhouse;;;;;;;
Staff Product Manager, Dashboard;Stripe;San Francisco, Seattle, NYC, Chicago, Atlanta, US Remote;https://stripe.com/jobs/search?gh_jid=7913702;Greenhouse;;;;;;;
Staff Product Manager, Enterprise;Stripe;San Francisco, Seattle, New York, Chicago, Atlanta, Remote;https://stripe.com/jobs/search?gh_jid=7812856;Greenhouse;;;;;;;
Staff Product Manager, ML Foundations and GenAI;Stripe;Seattle, San Francisco, New York, US - Remote;https://stripe.com/jobs/search?gh_jid=7517535;Greenhouse;;;;;;;
Staff Product Manager, Payments;Stripe;SF, SEA, NYC, Remote;https://stripe.com/jobs/search?gh_jid=7819059;Greenhouse;;;;;;;
Staff Software Engineer, Machine Learning Platform;Stripe;Toronto;https://stripe.com/jobs/search?gh_jid=7712852;Greenhouse;;;;;;;
Staff Software Engineer, Stream Compute;Stripe;San Francisco, Seattle, New York, Toronto ;https://stripe.com/jobs/search?gh_jid=7767063;Greenhouse;;;;;;;
Technical Account Manager, Terminal;Stripe;Remote, US;https://stripe.com/jobs/search?gh_jid=7366283;Greenhouse;;;;;;;
Technical Partner Manager;Stripe;"US-Atlanta; US-Chicago; US-Remote; CA-Toronto; CA-Remote";https://stripe.com/jobs/search?gh_jid=7976987;Greenhouse;;;;;;;
Technical Partner Manager - Networks;Stripe;"US-Remote; US-Chicago; US-Atlanta; Canada-Toronto";https://stripe.com/jobs/search?gh_jid=7543679;Greenhouse;;;;;;;
Technical Program Manager, Core Infrastructure;Stripe;Seattle, SF, Remote;https://stripe.com/jobs/search?gh_jid=7589234;Greenhouse;;;;;;;
Technical Program Manager,  Extensibility Programs;Stripe;Remote in the US, Chicago, Atlanta;https://stripe.com/jobs/search?gh_jid=7778643;Greenhouse;;;;;;;
Technical Program Manager, Extensibility Programs;Stripe;Toronto;https://stripe.com/jobs/search?gh_jid=7749540;Greenhouse;;;;;;;
Technical Program Manager,  Identity and Access Management Programs;Stripe;Remote in the US, Chicago, Atlanta;https://stripe.com/jobs/search?gh_jid=7417090;Greenhouse;;;;;;;
Technical Program Manager, Money-as-a-Service;Stripe;Remote in the US;https://stripe.com/jobs/search?gh_jid=8042055;Greenhouse;;;;;;;
Technical Program Manager, Risk;Stripe;US Remote;https://stripe.com/jobs/search?gh_jid=7685855;Greenhouse;;;;;;;
Technical Program Manager, Service Infrastructure;Stripe;Seattle, San Francisco, Remote in the US;https://stripe.com/jobs/search?gh_jid=7985196;Greenhouse;;;;;;;
Technical Solutions Engineer;Stripe;Remote - California, Remote - Colorado, Remote - Oregon, Remote - Washington ;https://stripe.com/jobs/search?gh_jid=7377101;Greenhouse;;;;;;;
Technical Writer, Docs Content;Stripe;US Remote;https://stripe.com/jobs/search?gh_jid=8036155;Greenhouse;;;;;;;
User Risk Strategist, Ecosystem Risk Strategy;Stripe;"US-Chicago; US-Atlanta; US-Remote";https://stripe.com/jobs/search?gh_jid=7977981;Greenhouse;;;;;;;
Workday Compensation Lead;Stripe;Canada, US-Remote, Chicago, Atlanta;https://stripe.com/jobs/search?gh_jid=7765976;Greenhouse;;;;;;;
Writer, Content Marketing;Stripe;Remote US;https://stripe.com/jobs/search?gh_jid=7587814;Greenhouse;;;;;;;
AI Engineer, Community Support Engineering;Airbnb;China - Remote;https://careers.airbnb.com/positions/7946288?gh_jid=7946288;Greenhouse;;;;;;;
Android Software Engineer, Quality Platform;Airbnb;Remote, Brazil;https://careers.airbnb.com/positions/7744247?gh_jid=7744247;Greenhouse;;;;;;;
Data Scientist - Algorithms, Community Support;Airbnb;Remote - USA;https://careers.airbnb.com/positions/8031901?gh_jid=8031901;Greenhouse;;;;;;;
Data Scientist - Inference, Community Support;Airbnb;Remote - USA;https://careers.airbnb.com/positions/8031907?gh_jid=8031907;Greenhouse;;;;;;;
Engineering Manager, Payments;Airbnb;USA - Remote;https://careers.airbnb.com/positions/8044558?gh_jid=8044558;Greenhouse;;;;;;;
Gestionnaire de bureau, Montréal;Airbnb;Montreal, Canada;https://careers.airbnb.com/positions/8038315?gh_jid=8038315;Greenhouse;;;;;;;
Office Manager, Montreal;Airbnb;Montreal, Canada;https://careers.airbnb.com/positions/8038314?gh_jid=8038314;Greenhouse;;;;;;;
Principal Software Engineer, Performance;Airbnb;Remote-US;https://careers.airbnb.com/positions/7826679?gh_jid=7826679;Greenhouse;;;;;;;
Senior Data Scientist, Guest & Host;Airbnb;Remote;https://careers.airbnb.com/positions/7662244?gh_jid=7662244;Greenhouse;;;;;;;
Senior iOS Automation Engineer;Airbnb;Brazil - Remote;https://careers.airbnb.com/positions/7453190?gh_jid=7453190;Greenhouse;;;;;;;
Senior iOS Software Engineer, Quality Platform;Airbnb;Brazil - Remote;https://careers.airbnb.com/positions/7453202?gh_jid=7453202;Greenhouse;;;;;;;
Senior Machine Learning Engineer, Customer Support Engineering;Airbnb;Remote-USA;https://careers.airbnb.com/positions/8014904?gh_jid=8014904;Greenhouse;;;;;;;
Senior Software Engineer, (Python, GenAI, MCP);Airbnb;Remote - Bangalore, India;https://careers.airbnb.com/positions/7556182?gh_jid=7556182;Greenhouse;;;;;;;
